match_id,t1,t2,winner,date,0_wr_diff,1_wr_diff,2_wr_diff,3_wr_diff,4_wr_diff,5_wr_diff,6_wr_diff,7_wr_diff,8_wr_diff,9_wr_diff
188030,6387,12477,True,2023-04-12,0.0,0,0,0.5,1.0,1.0,0.6666666666666666,1.0,0.8,0
296737,14,5448,True,2024-02-19,0.2121212121212121,0.19999999999999996,0.0,0.06493506493506496,-0.10000000000000003,-1.0,-0.009615384615384581,0.2222222222222222,-0.75,0.5
289447,17,4733,True,2023-12-14,-0.3412698412698413,-0.4444444444444444,-0.5555555555555556,0.3333333333333333,0.16666666666666663,0.0,-0.17582417582417587,-0.08333333333333334,-0.04761904761904767,-1.0
183944,2059,1184,False,2023-04-05,0.0,0,0,0.5,0.5,0.0,0.0,-1.0,1.0,0
237269,5448,878,True,2023-07-20,-0.29166666666666663,0.5,0,0.16666666666666669,-0.30000000000000004,-1.0,0.6666666666666666,-0.4,0.0,0
247090,1184,14,True,2023-08-12,0.06666666666666665,0.09523809523809523,0,-0.13636363636363635,0.22222222222222227,0.0,-0.13461538461538458,0.55,0.16666666666666666,0
314304,14,624,False,2024-04-07,-0.0714285714285714,-0.036363636363636376,0.75,-0.030303030303030276,-0.36666666666666664,0.0,0.1428571428571429,-0.5634920634920635,-0.6,-0.11111111111111116
183948,7035,2304,False,2023-04-07,1.0,0,0,0.0,-0.5,-0.5,0.0,0.0,0.0,0
318934,2059,14419,True,2024-04-26,0.25,0.0,0.30000000000000004,0.3333333333333333,0.375,0.16666666666666663,0.038461538461538436,0.0,0.6666666666666666,0.22222222222222227
314301,918,5448,False,2024-04-06,-0.42857142857142855,-0.5,-1.0,-0.5714285714285714,0.0,0.16666666666666669,-0.26666666666666666,0.5714285714285714,-0.4166666666666667,0.6666666666666666
314322,17,5448,True,2024-04-22,0.2095588235294118,-0.09999999999999998,-0.4285714285714286,-0.23809523809523808,0.32727272727272727,0.425,-0.14035087719298245,0.16666666666666666,-0.20454545454545459,0.0
282938,13188,11058,False,2023-11-02,0.2857142857142857,0.6461538461538461,1.0,0.75,0.4523809523809524,-0.6666666666666666,0.25,0.30000000000000004,-0.29999999999999993,0.0
184478,17,8185,False,2023-04-22,0.4,0,0,0.0,0.0,-0.6666666666666666,1.0,-0.09999999999999998,-1.0,0
314320,6199,624,True,2024-04-21,0.3285714285714286,-0.6923076923076923,0.41666666666666663,-0.23809523809523808,0.04761904761904767,-0.125,-0.09999999999999998,-0.2857142857142857,-0.3142857142857143,-0.2777777777777778
295605,1034,2406,True,2024-02-16,-0.07954545454545453,0.2698412698412699,-0.8333333333333334,0.25,0.31818181818181823,0.25,-0.05555555555555558,0.09999999999999998,-0.06944444444444442,-0.4
295611,2359,120,True,2024-02-17,0.1111111111111111,0.5,1.0,0.16666666666666669,-0.24444444444444446,0.16666666666666663,0.15873015873015872,0.15000000000000002,0.16666666666666663,0.0
314327,14,5448,True,2024-04-28,0.08823529411764708,-0.038461538461538436,0.0,0.06493506493506496,-0.10000000000000003,-0.2,-0.05555555555555547,0.2222222222222222,-0.6,0.0
167374,4915,2359,True,2023-02-27,0.0,0,0,0,-1.0,1.0,1.0,0.0,0,0
220845,6387,466,True,2023-07-08,0.08333333333333326,0.3333333333333333,0,0.025000000000000022,0.5,0.25,-0.25,0.17307692307692313,0.06666666666666665,0
318933,397,4915,True,2024-04-25,-0.02564102564102566,0.13636363636363635,-0.16666666666666663,-0.75,0.5714285714285714,0.0,-0.06666666666666671,-0.875,-0.2077922077922078,-0.16666666666666663
220444,6961,5248,False,2023-06-15,0.17500000000000004,0.6666666666666667,0,-0.08333333333333337,0.8333333333333334,0.6666666666666666,-0.16666666666666663,0.05555555555555558,0.06493506493506496,0
184517,14,5448,True,2023-05-21,-0.041666666666666685,0.6666666666666666,0,0.0,-0.09999999999999998,0,0.0,0.25,-0.5,0
283100,2593,8185,True,2023-11-04,0.16666666666666663,0.2698412698412699,-0.5,0.1688311688311689,0.23076923076923073,0.33333333333333337,0.5416666666666667,-0.6666666666666666,0.10389610389610393,0
297407,474,7035,True,2024-02-21,0.16666666666666663,0.5,0.0,0.09999999999999998,0.2444444444444444,0.5,0.28846153846153844,-0.25,-0.054545454545454564,0.0
297405,8877,1184,True,2024-02-25,-0.4404761904761905,-0.04761904761904767,0,-0.5,-0.3625,0.5,-0.16666666666666674,-0.4642857142857143,-0.08333333333333331,-0.8
318938,2059,7035,False,2024-05-02,-0.19444444444444442,-0.16666666666666666,0.8333333333333334,-0.06666666666666671,0.175,0.5,0.25,-0.25,0.04166666666666663,0.35
183953,2059,8877,True,2023-04-14,0.0,0,0,0.5,0.3333333333333333,-0.5,-0.33333333333333337,-0.5,0.75,0
184045,1184,2593,False,2023-04-28,-0.25,0,0,-1.0,-0.5,-1.0,0.33333333333333337,1.0,-0.75,0
297408,4915,474,True,2024-02-23,0.0,-0.23809523809523808,1.0,0.25,-0.4444444444444444,-0.16666666666666663,-0.1538461538461538,0.875,-0.045454545454545414,1.0
183811,1034,2406,True,2023-05-08,-0.09999999999999998,1.0,0,0.5,0.5,0.25,0.3333333333333333,-0.16666666666666663,-0.6666666666666666,0
189056,188,2359,True,2023-05-25,0.45714285714285713,0.0,0,0.75,0.09999999999999998,-0.6666666666666666,0.6666666666666667,-0.19999999999999996,0.33333333333333337,0
184520,14,17,True,2023-05-22,-0.26666666666666666,0.5,0,0.3392857142857143,0.0,0,0.2666666666666666,0.0,-0.5,0
314629,2,2359,False,2024-04-13,0.2727272727272727,0.21818181818181825,-0.5714285714285714,0.0714285714285714,-0.22222222222222227,-0.46666666666666673,0.33333333333333337,-0.4714285714285715,0.125,0.8571428571428571
183949,4915,1001,True,2023-04-12,0.75,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.0,0
318918,8877,1184,False,2024-04-10,-0.36111111111111116,-0.25,1.0,-0.5,-0.3625,0.55,0.021052631578947323,-0.4642857142857143,-0.036363636363636376,0.0
184502,878,624,False,2023-05-16,-0.16666666666666663,0,0,-0.3333333333333333,-0.19999999999999996,1.0,-0.5,-0.09999999999999998,-0.3333333333333333,0
307567,8877,2059,True,2024-02-26,-0.19047619047619047,0.5,-0.6666666666666666,-0.3333333333333333,-0.175,0.5,-0.08333333333333337,0.25,-0.41666666666666663,-0.25
314636,2355,5248,True,2024-04-21,-0.25,0.16666666666666663,0.25,-0.8461538461538461,0.047619047619047616,0.41666666666666663,-0.1454545454545454,-0.29761904761904767,-0.15714285714285714,-0.08333333333333331
220450,1120,6961,True,2023-06-17,-0.7272727272727273,0.0,0,-0.0714285714285714,-0.33333333333333337,-0.6666666666666666,0.0,-0.22222222222222227,0.36363636363636365,0
283098,8185,120,True,2023-11-04,0.5,0.4444444444444444,0.5,0.2121212121212121,-0.18461538461538463,0.06666666666666665,0.1333333333333333,-0.08333333333333337,0.11428571428571432,0
184467,878,278,True,2023-04-08,0.0,0,0,-1.0,1.0,0.0,0.0,0.0,0,0
235023,12694,6882,True,2023-07-02,0.30000000000000004,-0.6666666666666667,0,0.11111111111111116,0.4444444444444444,-0.25,0.2666666666666666,-0.4444444444444444,0.050000000000000044,0
183951,474,2593,False,2023-04-13,0.25,0,0,-0.5,-1.0,-1.0,-0.5,0,0.25,0
295607,1034,188,True,2024-02-23,-0.24786324786324787,0.05555555555555558,0.6666666666666667,-0.35,0.5181818181818183,0.5,-0.20261437908496738,-0.1777777777777778,0.05555555555555558,-0.8333333333333334
314303,6387,8304,False,2024-04-07,0.09999999999999998,0.25,-0.5,0.0,0.5555555555555556,0.6666666666666667,-0.12121212121212122,0.261904761904762,0.2857142857142857,0.0
314643,2355,6961,True,2024-04-24,-0.09090909090909094,0.04166666666666663,-0.2666666666666666,-0.5,-0.6666666666666667,0.0,0.12121212121212122,-0.2142857142857143,-0.45,-0.17857142857142855
184480,6199,278,True,2023-04-23,1.0,0,0,-0.25,0.0,0.25,0.0,0.0,0.5,0
283099,1184,188,False,2023-11-04,-0.09999999999999998,0.33333333333333337,0,-0.09999999999999998,0.29761904761904767,0.0,-0.261904761904762,-0.06349206349206349,-0.4642857142857143,0.33333333333333337
295617,11058,5248,False,2024-02-24,-0.19487179487179485,-0.33333333333333337,0.5,-0.8461538461538461,-0.012987012987012991,0.5,0.0444444444444444,-0.08333333333333337,0.3153846153846153,0.3333333333333333
329907,6199,14,False,2024-05-03,0.4,-0.42857142857142855,-0.5,-0.2077922077922078,0.4142857142857143,0.4444444444444444,-0.21491228070175433,0.2777777777777778,0.2857142857142857,0.20000000000000007
183785,188,120,True,2023-04-15,0.0,0,0,1.0,-1.0,-0.75,1.0,-0.25,0.0,0
235371,4915,8877,True,2023-07-21,0.75,-0.6666666666666667,0,0.6666666666666666,-0.2,0.0,-0.09999999999999998,0.46666666666666673,0.16666666666666666,0
164060,6387,10295,True,2023-02-23,0.0,0,0,0.0,1.0,0,0,0,1.0,0
183947,474,8877,True,2023-04-07,1.0,0,0,0.5,0.0,-0.5,-1.0,-0.5,0.6666666666666667,0
312765,8877,11328,True,2024-03-14,0.25,0.6,0,0,-0.8,0.6666666666666666,0.5833333333333334,0.25,0.4,0.6
183809,6961,120,True,2023-05-07,0.8,0.0,0,0.25,0.0,0.06666666666666665,0.25,-0.375,-0.33333333333333337,0
297401,1184,1001,False,2024-02-20,0.5833333333333334,0.8333333333333334,-0.6666666666666666,0.5,0.5625,-0.3333333333333333,-0.019607843137254832,0.3142857142857143,-0.08333333333333331,-0.25
184492,8185,278,True,2023-05-08,0.6,0,0,-0.16666666666666669,0.8,0.6666666666666666,0.0,0.7142857142857143,0.0,0
167365,2059,918,True,2023-02-23,0,0,0,0,0,0,0,0,0,0
184050,4915,474,True,2023-05-05,0.16666666666666674,0,0,0.08333333333333337,0.0,0.0,0.15000000000000002,1.0,0.0,0
237270,6199,17,True,2023-07-20,0.5,0.0,0,0.26666666666666666,-0.09523809523809523,0.25,0.2666666666666666,-0.2,-0.4666666666666666,0
232731,2406,2355,False,2023-07-16,0.0714285714285714,-0.25,0,0.0,0.42857142857142855,0.5,-0.2,0.16666666666666669,0.5,0
212525,10725,11058,True,2023-05-31,-0.0714285714285714,1.0,0,0.0,0.29166666666666663,-0.16666666666666663,-0.09999999999999998,0.16666666666666663,-0.16666666666666663,0
286646,8185,624,False,2023-12-07,-0.022222222222222254,-0.25,0.3333333333333333,-0.12121212121212122,0.0714285714285714,0.6666666666666666,-0.19999999999999996,-0.11904761904761907,0.09890109890109888,-1.0
296735,14,6387,True,2024-02-17,0.16666666666666663,-0.15000000000000002,1.0,-0.030303030303030276,-0.7,-1.0,-0.016666666666666607,-0.7063492063492064,-0.6666666666666666,0.5
164031,6387,2112,True,2023-03-08,0.0,0,0,0.0,1.0,1.0,0,1.0,0.6666666666666666,0
307574,2,11058,False,2024-02-26,-0.25274725274725274,0.7083333333333334,0.25,0.5714285714285714,0.06060606060606061,-0.4,-0.09999999999999998,-0.07142857142857145,-0.1558441558441559,0.475
167371,2359,2059,True,2023-02-25,1.0,0,0,0,0,0,-1.0,1.0,-1.0,0
184518,6199,17,False,2023-05-21,0.25,0.0,0,0.22499999999999998,0.16666666666666663,0.25,0.2666666666666666,-0.25,0.25,0
312768,2,1001,True,2024-03-15,0.3333333333333333,0.4444444444444445,-0.15000000000000002,0.5714285714285714,0.3333333333333333,-0.25,-0.06666666666666665,0.028571428571428525,0.21111111111111114,-0.09090909090909094
297402,14419,8877,False,2024-02-20,-0.14285714285714285,-0.6666666666666666,0,0,-0.2,-0.5,-0.42857142857142855,-0.25,-0.16666666666666666,0
314311,6199,5448,True,2024-04-14,0.43333333333333335,-0.5,-0.33333333333333337,-0.14285714285714285,0.3142857142857143,0.0357142857142857,-0.15555555555555556,0.5,-0.4642857142857143,-0.5
184473,6199,878,False,2023-04-15,1.0,0,0,0.75,-1.0,0.3333333333333333,0.0,-0.5,1.0,0
248278,2593,1184,True,2023-08-18,0.0,0.08333333333333337,0,0.2142857142857143,0.34444444444444444,1.0,0.2512820512820513,-0.7142857142857143,0.7083333333333334,0
295608,2406,7386,False,2024-02-19,0.16666666666666669,-0.047619047619047616,0.2142857142857143,-0.25,0.16666666666666669,0.0,0.0,0.33333333333333337,0.0,0.4
173217,474,2059,False,2023-03-28,0,0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0
220445,624,2593,False,2023-06-19,-0.16666666666666663,0.25,0,-0.13333333333333341,0.125,-1.0,-0.15000000000000002,0.7142857142857143,-0.11904761904761907,0
303094,2593,8877,False,2024-02-29,0.41666666666666663,0.15000000000000002,0.5,0.7142857142857143,0.657142857142857,0.5,0.38888888888888884,-0.25,0.5681818181818182,-0.75
247100,474,4915,False,2023-08-06,0.08333333333333337,0.35,0,-0.1428571428571429,0.3333333333333333,0.0,-0.016666666666666663,-0.8571428571428571,0.19642857142857145,0
184472,624,8185,False,2023-04-15,-0.5,0,0,0.0,0.0,-0.6666666666666666,0.5,0.06666666666666665,-1.0,0
183776,6961,7386,True,2023-04-02,0.5,0,0,0.5,0.0,0.5,1.0,0.75,0.75,0
184495,6199,8185,True,2023-05-13,0.33333333333333337,0.0,0,0.09999999999999998,-0.46666666666666673,-0.41666666666666663,0.5,-0.7142857142857143,-0.6666666666666667,0
184482,14,278,True,2023-04-29,0.5,0,0,-0.5,0.5,0.0,1.0,0.3333333333333333,0,0
286648,14,1120,True,2023-12-06,0.26666666666666666,-0.4444444444444444,-0.5,0.13636363636363635,-0.3,0.0,0.06666666666666665,0.0222222222222222,-0.6666666666666666,1.0
286644,2,8185,True,2023-12-07,-0.2,0.5,0.6666666666666667,0.025974025974025983,-0.1964285714285714,-0.6666666666666666,-0.06666666666666671,-0.23809523809523808,-0.3392857142857143,0.8333333333333334
173216,1001,1184,False,2023-03-28,0.0,0,0,0,0.0,0.0,-1.0,-1.0,0,0
281030,2355,2406,False,2023-11-11,0.09090909090909088,0.38095238095238093,-1.0,0.0,-0.26666666666666666,-0.5,-0.6666666666666667,-0.2142857142857143,-0.4920634920634921,-0.3333333333333333
329909,17,14,False,2024-05-04,0.13157894736842102,-0.028571428571428525,-0.375,-0.30303030303030304,0.4272727272727273,0.625,-0.12368421052631584,-0.05555555555555555,0.5384615384615384,-0.16666666666666663
314645,2,6961,False,2024-04-27,-0.20158102766798414,0.14423076923076927,-0.23809523809523808,0.0714285714285714,-0.6666666666666667,-0.38095238095238093,0.4166666666666667,-0.07142857142857145,0.005952380952380931,0.3714285714285715
286649,474,14,False,2023-12-08,0.15000000000000002,-0.09999999999999998,0,-0.13636363636363635,-0.01428571428571429,0.5,-0.24545454545454543,-0.2222222222222222,0.6,-1.0
183946,2593,1001,True,2023-04-06,0.6666666666666666,0,0,1.0,1.0,0.0,0.5,0.0,-0.25,0
220451,474,1034,False,2023-06-19,0.2142857142857143,-0.11428571428571432,0,0.3214285714285714,-0.37777777777777777,-0.25,-0.028571428571428525,-0.6666666666666666,0.1428571428571429,0
167360,1034,6961,False,2023-02-19,0,0,0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0
312777,17,624,True,2024-03-21,-0.011904761904761973,0.36363636363636365,0.15000000000000002,-0.3333333333333333,0.06060606060606066,0.8333333333333334,-0.13392857142857145,-0.6190476190476191,-0.11111111111111116,-0.3571428571428571
167352,397,8185,False,2023-02-14,0,0,0,0,0,0,0,0,0,0
282933,2,10725,True,2023-11-03,-0.393939393939394,0.19999999999999996,0.5,0.5,-0.5333333333333333,-0.5,-0.12121212121212122,-0.16666666666666669,-0.3942307692307693,0.5
220290,1034,4915,True,2023-06-11,-0.4571428571428571,0.30000000000000004,0,-0.3333333333333333,0.75,0.25,0.22499999999999998,-0.4285714285714286,0.0,0
237268,17,8304,True,2023-07-19,0.16666666666666669,-1.0,0,-0.3333333333333333,0.0,-0.3333333333333333,-0.6,-0.25,0.09999999999999998,0
329908,624,8304,True,2024-05-03,0.23636363636363633,-0.0357142857142857,-0.41666666666666663,0.0,0.2222222222222222,0.09999999999999998,-0.13636363636363635,0.11904761904761907,0.3142857142857143,0.7272727272727273
183815,1034,6961,True,2023-05-14,-0.33333333333333337,1.0,0,0.0,-0.25,0.08333333333333337,-0.16666666666666669,-0.025000000000000022,-0.7,0
222705,6387,11348,False,2023-07-02,-0.11111111111111116,0.16666666666666663,0,0.0892857142857143,0.2857142857142857,0.19999999999999996,0.033333333333333326,-0.08333333333333337,0.06666666666666665,0
248272,8185,12010,True,2023-08-17,-0.4545454545454546,-0.625,0,0.6,0.6,-0.33333333333333337,-0.3333333333333333,0.6666666666666666,-0.2222222222222222,0
183952,2304,397,True,2023-04-14,0.33333333333333337,0,0,0.0,0.5,0.5,1.0,0.0,0.0,0
314640,2,5248,False,2024-04-23,-0.38636363636363635,0.33333333333333337,0.42857142857142855,-0.27472527472527475,0.047619047619047616,0.0357142857142857,0.2272727272727273,-0.15476190476190482,0.26785714285714285,0.5238095238095237
314306,918,8185,False,2024-04-08,-0.5625,-0.4166666666666667,-0.4,-0.5454545454545454,-0.17142857142857137,-0.06666666666666665,-0.09523809523809523,-0.09523809523809523,-0.3541666666666667,-0.5
247093,2593,5448,True,2023-08-08,0.2666666666666666,0.33333333333333337,0,0.0,0.44642857142857145,1.0,0.12307692307692308,0.0,0.125,0
314626,2355,2406,True,2024-04-08,0.08333333333333331,0.38095238095238093,-0.625,0.0,-0.16666666666666669,0.5,-0.16666666666666669,-0.2142857142857143,-0.35555555555555557,-0.4
314630,2355,7386,True,2024-04-14,0.16666666666666669,0.16666666666666663,-0.5,-0.25,0.0,0.0,-0.09999999999999998,0.11904761904761904,-0.3454545454545454,-1.0
183791,6961,2,True,2023-04-21,-0.33333333333333337,0,0,-0.5,1.0,0.6666666666666666,0.5,0.8,0.7142857142857143,0
248276,624,5248,True,2023-08-24,-0.25,0.43333333333333335,0,-0.17948717948717952,0.7142857142857143,0.0,0.23809523809523808,0.06923076923076932,0.2727272727272727,0
184041,397,2059,True,2023-04-21,-0.33333333333333337,0,0,-0.5,-0.3333333333333333,0.0,-0.6666666666666666,0.0,-1.0,0
183779,188,6961,False,2023-04-08,-0.5,0,0,0.5,-1.0,-0.5,0.5,0.25,-0.8,0
314639,188,120,False,2024-04-22,0.625,-0.025000000000000022,0.3333333333333333,0.26666666666666666,-0.5,-0.041666666666666685,0.381578947368421,0.02777777777777779,0.045454545454545414,0.7777777777777778
173222,2593,397,True,2023-03-31,0.0,0,0,1.0,1.0,1.0,0.5,0.0,0.6666666666666666,0
318920,474,4915,False,2024-04-11,0.033333333333333326,0.17142857142857137,-0.6666666666666666,-0.25,0.4444444444444444,0.09999999999999998,0.10989010989010989,-0.875,-0.0888888888888889,-0.5
278615,1120,8185,False,2023-10-08,-0.2121212121212121,0.5555555555555556,1.0,-0.045454545454545414,0.016666666666666607,-0.6666666666666666,0.07142857142857145,-0.4666666666666666,0.10000000000000009,0.0
220442,2593,1034,True,2023-06-16,0.16666666666666663,-0.16666666666666674,0,0.4166666666666667,0.125,0.25,0.4714285714285715,-0.625,0.261904761904762,0
184044,7035,8877,False,2023-04-27,0.3333333333333333,0,0,0.0,0.0,-0.5,0.0,-0.5,-0.2,0
283063,397,1184,True,2023-10-29,0.16666666666666674,-0.5,0,-0.5,-0.045454545454545414,0.3333333333333333,-0.6153846153846154,-0.7142857142857143,-0.14285714285714285,-1.0
294182,188,13188,False,2024-01-13,-0.02777777777777779,-0.33333333333333326,0.0,-0.15000000000000002,-0.4777777777777778,0.0,0.0,-0.022222222222222254,-0.04166666666666663,0.8
173220,474,1184,True,2023-03-30,0,0,0,0.5,0.0,0.0,-1.0,-1.0,0,0
296730,5448,918,True,2024-02-18,0.45454545454545453,0.25,1.0,0.5714285714285714,0.0,-1.0,0.22499999999999998,-0.5714285714285714,0.55,-0.5
284660,4050,8304,False,2023-11-26,0.14285714285714285,-0.7142857142857143,1.0,0.13333333333333341,0.33333333333333337,0.06666666666666671,-0.21153846153846156,-0.16666666666666663,0.22222222222222227,0.5
303093,1001,4915,True,2024-02-29,-0.6666666666666666,0.0,-0.33333333333333337,-0.75,0.0,-0.16666666666666669,0.36538461538461536,-0.475,-0.05555555555555558,0.0
314307,17,8304,True,2024-04-09,0.19999999999999996,0.0,0.0714285714285714,-0.3333333333333333,0.2828282828282829,0.2142857142857143,-0.1339285714285714,-0.5,0.2698412698412699,0.5
314644,11058,7386,True,2024-04-27,0.20512820512820512,-0.2571428571428572,-0.19999999999999996,-0.25,-0.06060606060606061,0.2916666666666667,0.17045454545454547,0.33333333333333337,0.2142857142857143,-0.2142857142857143
247094,1034,12010,False,2023-08-08,0.42857142857142855,0.625,0,0.25,0.8,-0.25,-0.5,0.6,0.625,0
184476,8304,918,False,2023-04-17,0.0,0,0,0.6666666666666666,0.3333333333333333,0.5,0.0,-0.6666666666666666,0.5,0
183945,4915,397,True,2023-04-06,-0.33333333333333337,0,0,0.5,0.0,0.5,0.3333333333333333,1.0,1.0,0
173219,8877,397,True,2023-03-29,-1.0,0,0,0,0.0,0,1.0,0.5,0.0,0
295606,188,7386,True,2024-02-16,0.4423076923076923,-0.09999999999999998,-0.16666666666666669,0.35,-0.033333333333333326,-0.25,0.06944444444444442,0.6111111111111112,-0.015873015873015817,0.8333333333333334
183781,1034,2,True,2023-04-09,-1.0,0,0,-1.0,1.0,1.0,0.0,0.5,0.0,0
318928,474,14419,True,2024-04-19,0.6363636363636364,0.5714285714285714,-0.5,0.5,0.4444444444444444,-0.4,0.5714285714285714,0,0.4375,-0.3333333333333333
289452,918,2406,True,2023-12-16,-0.45454545454545453,-0.2857142857142857,-0.8,0.0,-0.2954545454545454,0.5,-0.09999999999999998,0.0714285714285714,-0.425,-0.5
185983,337,11058,False,2023-03-28,0.0,0,0,0.0,-0.3333333333333333,-1.0,0.0,0,-1.0,0
213193,2304,1184,False,2023-05-23,0.33333333333333337,0,0,0,-0.25,0.5714285714285714,-0.04761904761904767,-1.0,0.4,0
314318,6387,278,True,2024-04-20,0.39999999999999997,0.6,0.0,0.41666666666666663,1.0,0.6,0.5,0.9285714285714286,0.0714285714285714,-0.5
167354,1001,5248,False,2023-02-15,0,0,0,0,0,0,0,0,0,0
220441,624,8185,True,2023-06-17,0.0,0.6666666666666667,0,0.06666666666666665,0.33333333333333337,-0.6666666666666666,0.75,-0.012987012987012991,-0.33333333333333337,0
184499,14,8185,False,2023-05-15,-0.0714285714285714,1.0,0,0.25,-0.16666666666666663,-0.6666666666666666,0.75,-0.380952380952381,-1.0,0
183805,6961,2355,True,2023-05-01,0.25,0,0,0.5,1.0,0.6666666666666666,0.5,0.7142857142857143,0.625,0
184054,8877,2593,False,2023-05-11,-0.8,-1.0,0,-1.0,-0.6666666666666667,-0.5,-0.13333333333333341,0.5,-0.55,0
314330,17,878,False,2024-04-29,0.3333333333333333,0.4,-0.4285714285714286,0.0,0.012987012987012991,0.125,0.2763157894736842,-0.23333333333333336,0.15476190476190482,0.5
184477,624,918,True,2023-04-22,0.0,0,0,0.5,0.6666666666666667,-1.0,0.5,0.0,-0.3333333333333333,0
189057,2406,1034,False,2023-05-25,0.23809523809523808,-0.6666666666666667,0,-0.5,-0.30000000000000004,-0.25,-0.3333333333333333,-0.16666666666666663,0.09999999999999998,0
235018,12694,6149,True,2023-07-01,-0.033333333333333326,-0.6666666666666667,0,0.1428571428571429,0.8,-1.0,0.19999999999999996,0.0,0.5,0
289451,1184,17,True,2023-12-16,0.09999999999999998,0.8333333333333334,0,0.16666666666666669,-0.12857142857142856,0.0,0.35,0.5476190476190477,-0.41666666666666663,0.6666666666666666
318919,2059,1001,True,2024-04-10,0.2857142857142857,-0.25,0.0,0.3333333333333333,0.375,-0.4,-0.1282051282051282,-0.4,0.3333333333333333,-0.13333333333333341
289450,2406,2059,False,2023-12-15,0.20454545454545453,0.2857142857142857,0.0,-0.3333333333333333,0.11688311688311687,0.5,0.09523809523809523,0.5,-0.04166666666666663,-0.5
184491,6199,14,False,2023-05-07,0.5,0,0,-0.06666666666666665,-0.16666666666666669,0.25,0.0,-0.3333333333333333,0.3333333333333333,0
183778,2359,1034,True,2023-04-03,0.5,0,0,0.0,0.0,-1.0,0.0,0.0,0.0,0
184048,1184,8877,True,2023-05-04,0.5,0,0,0,0.0,-0.5,0.16666666666666674,0.5,-0.2,0
184519,8185,624,False,2023-05-22,-0.09523809523809523,0.0,0,-0.25,-0.4285714285714286,0.6666666666666666,-0.6666666666666666,0.08333333333333337,0.33333333333333337,0
318932,2593,1184,False,2024-04-25,0.05128205128205121,0.13333333333333341,-0.5,0.2142857142857143,0.2946428571428571,0.6904761904761905,0.20952380952380956,-0.7142857142857143,0.36923076923076925,-0.5714285714285714
220298,8185,5248,False,2023-06-12,-0.015873015873015817,0.06666666666666671,0,-0.0892857142857143,0.45833333333333337,0.6666666666666666,-0.6666666666666666,0.2272727272727273,0.4285714285714286,0
183783,5248,120,False,2023-04-10,1.0,0,0,0.0,-1.0,-0.6666666666666666,0.0,-0.5,-1.0,0
235016,7969,12694,False,2023-06-30,0.25,-0.3333333333333333,0,0.0,-1.0,0,0.4,0.5,-0.75,0
